"Country.Name","Country.Code","Indicator.Name","Indicator.Code","Year","Level"
"Pakistan","PAK","Forest area (% of land area)","AG.LND.FRST.ZS","X1960",NA
"Pakistan","PAK","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1960",NA
"South Africa","ZAF","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1960",NA
"South Africa","ZAF","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1960",97934.569
"South Africa","ZAF","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1960",NA
"South Africa","ZAF","Forest area (% of land area)","AG.LND.FRST.ZS","X1960",NA
"South Africa","ZAF","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1960",NA
"Afghanistan","AFG","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1961",NA
"Afghanistan","AFG","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1961",491.378
"Afghanistan","AFG","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1961",NA
"Afghanistan","AFG","Forest area (% of land area)","AG.LND.FRST.ZS","X1961",NA
"Afghanistan","AFG","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1961",57.74591796
"Argentina","ARG","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1961",NA
"Argentina","ARG","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1961",51180.319
"Argentina","ARG","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1961",NA
"Argentina","ARG","Forest area (% of land area)","AG.LND.FRST.ZS","X1961",NA
"Argentina","ARG","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1961",50.3633952
"Belgium","BEL","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1961",NA
"Belgium","BEL","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1961",92793.435
"Belgium","BEL","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1961",NA
"Belgium","BEL","Forest area (% of land area)","AG.LND.FRST.ZS","X1961",NA
"Belgium","BEL","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1961",NA
"Brazil","BRA","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1961",NA
"Brazil","BRA","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1961",49203.806
"Brazil","BRA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1961",NA
"Brazil","BRA","Forest area (% of land area)","AG.LND.FRST.ZS","X1961",NA
"Brazil","BRA","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1961",18.01010751
"Canada","CAN","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1961",NA
"Canada","CAN","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1961",194182.318
"Canada","CAN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1961",NA
"Canada","CAN","Forest area (% of land area)","AG.LND.FRST.ZS","X1961",NA
"Canada","CAN","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1961",7.678553166
"Cameroon","CMR","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1961",NA
"Cameroon","CMR","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1961",282.359
"Cameroon","CMR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1961",NA
"Cameroon","CMR","Forest area (% of land area)","AG.LND.FRST.ZS","X1961",NA
"Cameroon","CMR","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1961",15.88711895
"Spain","ESP","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1961",NA
"Spain","ESP","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1961",53677.546
"Spain","ESP","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1961",NA
"Spain","ESP","Forest area (% of land area)","AG.LND.FRST.ZS","X1961",NA
"Spain","ESP","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1961",66.48925527
"Indonesia","IDN","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1961",NA
"Indonesia","IDN","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1961",26024.699
"Indonesia","IDN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1961",NA
"Indonesia","IDN","Forest area (% of land area)","AG.LND.FRST.ZS","X1961",NA
"Indonesia","IDN","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1961",21.30748467
"India","IND","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1961",NA
"India","IND","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1961",130402.187
"India","IND","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1961",NA
"India","IND","Forest area (% of land area)","AG.LND.FRST.ZS","X1961",NA
"India","IND","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1961",58.84319536
"Kenya","KEN","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1961",NA
"Kenya","KEN","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1961",2401.885
"Kenya","KEN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1961",NA
"Kenya","KEN","Forest area (% of land area)","AG.LND.FRST.ZS","X1961",NA
"Kenya","KEN","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1961",44.27733071
"Mexico","MEX","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1961",NA
"Mexico","MEX","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1961",65305.603
"Mexico","MEX","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1961",NA
"Mexico","MEX","Forest area (% of land area)","AG.LND.FRST.ZS","X1961",NA
"Mexico","MEX","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1961",50.57537488
"Nicaragua","NIC","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1961",NA
"Nicaragua","NIC","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1961",561.051
"Nicaragua","NIC","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1961",NA
"Nicaragua","NIC","Forest area (% of land area)","AG.LND.FRST.ZS","X1961",NA
"Nicaragua","NIC","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1961",28.50257603
"Norway","NOR","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1961",NA
"Norway","NOR","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1961",13351.547
"Norway","NOR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1961",NA
"Norway","NOR","Forest area (% of land area)","AG.LND.FRST.ZS","X1961",NA
"Norway","NOR","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1961",2.83098434
"Pakistan","PAK","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1961",NA
"Pakistan","PAK","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1961",14656.999
"Pakistan","PAK","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1961",NA
"Pakistan","PAK","Forest area (% of land area)","AG.LND.FRST.ZS","X1961",NA
"Pakistan","PAK","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1961",46.3496264
"South Africa","ZAF","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1961",NA
"South Africa","ZAF","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1961",102213.958
"South Africa","ZAF","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1961",NA
"South Africa","ZAF","Forest area (% of land area)","AG.LND.FRST.ZS","X1961",NA
"South Africa","ZAF","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1961",83.53460996
"Afghanistan","AFG","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1962",NA
"Afghanistan","AFG","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1962",689.396
"Afghanistan","AFG","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1962",NA
"Afghanistan","AFG","Forest area (% of land area)","AG.LND.FRST.ZS","X1962",NA
"Afghanistan","AFG","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1962",57.83782128
"Argentina","ARG","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1962",NA
"Argentina","ARG","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1962",53695.881
"Argentina","ARG","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1962",NA
"Argentina","ARG","Forest area (% of land area)","AG.LND.FRST.ZS","X1962",NA
"Argentina","ARG","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1962",49.85365533
"Belgium","BEL","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1962",NA
"Belgium","BEL","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1962",98117.919
"Belgium","BEL","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1962",NA
"Belgium","BEL","Forest area (% of land area)","AG.LND.FRST.ZS","X1962",NA
"Belgium","BEL","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1962",NA
"Brazil","BRA","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1962",NA
"Brazil","BRA","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1962",53695.881
"Brazil","BRA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1962",NA
"Brazil","BRA","Forest area (% of land area)","AG.LND.FRST.ZS","X1962",NA
"Brazil","BRA","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1962",18.65403068
"Canada","CAN","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1962",NA
"Canada","CAN","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1962",207185.5
"Canada","CAN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1962",NA
"Canada","CAN","Forest area (% of land area)","AG.LND.FRST.ZS","X1962",NA
"Canada","CAN","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1962",7.692629139
"Cameroon","CMR","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1962",NA
"Cameroon","CMR","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1962",289.693
"Cameroon","CMR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1962",NA
"Cameroon","CMR","Forest area (% of land area)","AG.LND.FRST.ZS","X1962",NA
"Cameroon","CMR","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1962",16.01404667
"Spain","ESP","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1962",NA
"Spain","ESP","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1962",60054.459
"Spain","ESP","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1962",NA
"Spain","ESP","Forest area (% of land area)","AG.LND.FRST.ZS","X1962",NA
"Spain","ESP","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1962",66.49325703
"Indonesia","IDN","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1962",NA
"Indonesia","IDN","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1962",22995.757
"Indonesia","IDN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1962",NA
"Indonesia","IDN","Forest area (% of land area)","AG.LND.FRST.ZS","X1962",NA
"Indonesia","IDN","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1962",21.30748467
"India","IND","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1962",NA
"India","IND","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1962",143467.708
"India","IND","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1962",NA
"India","IND","Forest area (% of land area)","AG.LND.FRST.ZS","X1962",NA
"India","IND","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1962",59.35779415
"Kenya","KEN","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1962",NA
"Kenya","KEN","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1962",2625.572
"Kenya","KEN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1962",NA
"Kenya","KEN","Forest area (% of land area)","AG.LND.FRST.ZS","X1962",NA
"Kenya","KEN","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1962",44.28611589
"Mexico","MEX","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1962",NA
"Mexico","MEX","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1962",63809.467
"Mexico","MEX","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1962",NA
"Mexico","MEX","Forest area (% of land area)","AG.LND.FRST.ZS","X1962",NA
"Mexico","MEX","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1962",50.50489982
"Nicaragua","NIC","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1962",NA
"Nicaragua","NIC","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1962",660.06
"Nicaragua","NIC","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1962",NA
"Nicaragua","NIC","Forest area (% of land area)","AG.LND.FRST.ZS","X1962",NA
"Nicaragua","NIC","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1962",28.50257603
"Norway","NOR","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1962",NA
"Norway","NOR","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1962",14077.613
"Norway","NOR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1962",NA
"Norway","NOR","Forest area (% of land area)","AG.LND.FRST.ZS","X1962",NA
"Norway","NOR","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1962",2.822770652
"Pakistan","PAK","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1962",NA
"Pakistan","PAK","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1962",16105.464
"Pakistan","PAK","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1962",NA
"Pakistan","PAK","Forest area (% of land area)","AG.LND.FRST.ZS","X1962",NA
"Pakistan","PAK","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1962",46.49232046
"South Africa","ZAF","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1962",NA
"South Africa","ZAF","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1962",105767.281
"South Africa","ZAF","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1962",NA
"South Africa","ZAF","Forest area (% of land area)","AG.LND.FRST.ZS","X1962",NA
"South Africa","ZAF","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1962",82.54540059
"Afghanistan","AFG","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1963",NA
"Afghanistan","AFG","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1963",707.731
"Afghanistan","AFG","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1963",NA
"Afghanistan","AFG","Forest area (% of land area)","AG.LND.FRST.ZS","X1963",NA
"Afghanistan","AFG","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1963",57.91440738
"Argentina","ARG","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1963",NA
"Argentina","ARG","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1963",50083.886
"Argentina","ARG","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1963",NA
"Argentina","ARG","Forest area (% of land area)","AG.LND.FRST.ZS","X1963",NA
"Argentina","ARG","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1963",49.28398905
"Belgium","BEL","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1963",NA
"Belgium","BEL","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1963",105781.949
"Belgium","BEL","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1963",NA
"Belgium","BEL","Forest area (% of land area)","AG.LND.FRST.ZS","X1963",NA
"Belgium","BEL","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1963",NA
"Brazil","BRA","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1963",NA
"Brazil","BRA","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1963",55617.389
"Brazil","BRA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1963",NA
"Brazil","BRA","Forest area (% of land area)","AG.LND.FRST.ZS","X1963",NA
"Brazil","BRA","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1963",19.32379692
"Canada","CAN","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1963",NA
"Canada","CAN","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1963",211109.19
"Canada","CAN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1963",NA
"Canada","CAN","Forest area (% of land area)","AG.LND.FRST.ZS","X1963",NA
"Canada","CAN","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1963",7.706705112
"Cameroon","CMR","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1963",NA
"Cameroon","CMR","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1963",300.694
"Cameroon","CMR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1963",NA
"Cameroon","CMR","Forest area (% of land area)","AG.LND.FRST.ZS","X1963",NA
"Cameroon","CMR","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1963",16.11981976
"Spain","ESP","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1963",NA
"Spain","ESP","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1963",58822.347
"Spain","ESP","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1963",NA
"Spain","ESP","Forest area (% of land area)","AG.LND.FRST.ZS","X1963",NA
"Spain","ESP","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1963",66.3031734
"Indonesia","IDN","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1963",NA
"Indonesia","IDN","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1963",22783.071
"Indonesia","IDN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1963",NA
"Indonesia","IDN","Forest area (% of land area)","AG.LND.FRST.ZS","X1963",NA
"Indonesia","IDN","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1963",21.2798843
"India","IND","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1963",NA
"India","IND","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1963",154083.673
"India","IND","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1963",NA
"India","IND","Forest area (% of land area)","AG.LND.FRST.ZS","X1963",NA
"India","IND","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1963",59.24747493
"Kenya","KEN","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1963",NA
"Kenya","KEN","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1963",2856.593
"Kenya","KEN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1963",NA
"Kenya","KEN","Forest area (% of land area)","AG.LND.FRST.ZS","X1963",NA
"Kenya","KEN","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1963",44.29490108
"Mexico","MEX","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1963",NA
"Mexico","MEX","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1963",66361.699
"Mexico","MEX","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1963",NA
"Mexico","MEX","Forest area (% of land area)","AG.LND.FRST.ZS","X1963",NA
"Mexico","MEX","Agricultural land (% of land area)","AG.LND.AGRI.ZS","X1963",50.46889066
"Nicaragua","NIC","Agricultural methane emissions (thousand metric tons of CO2 equivalent)","EN.ATM.METH.AG.KT.CE","X1963",NA
"Nicaragua","NIC","CO2 emissions (kt)","EN.ATM.CO2E.KT","X1963",843.41
"Nicaragua","NIC","Access to electricity (% of population)","EG.ELC.ACCS.ZS","X1963",NA
"Nicaragua","NIC","Forest area (% of land area)","AG.LND.FRST.ZS","X1963",NA
